0,0.0188856941424001,-2.52646852341308e-07
0.025,0.0153050589044672,-3.83796571564414e-06
0.05,0.0124527693407366,-1.86065883774268e-05
0.075,0.0102106664760564,-5.63790281615692e-05
0.1,0.00847810593268235,-0.000132188686118121
0.125,0.00716928543281407,-0.000263376675124845
0.15,0.00621099594174064,-0.000468910225996231
0.175,0.00554072912875681,-0.000768282371326499
0.2,0.00510508440991644,-0.00118159273099665
0.225,0.00485842776546793,-0.00172889812542433
0.25,0.00476176205563933,-0.00242954245871143
0.275,0.00478177491058433,-0.00330283894166098
0.3,0.00489003562857189,-0.00436655720495701
0.325,0.00506231703666254,-0.00563716000210563
0.35,0.00527802208144028,-0.00712973470642159
0.375,0.00551969813450799,-0.00885774337778757
0.4,0.00577262471166438,-0.0108328994699913
0.425,0.00602446259456752,-0.0130650750284724
0.45,0.00626495427551339,-0.0155622356533274
0.475,0.00648566727557081,-0.0183304007722294
0.5,0.00667977326080238,-0.0213736269901365
0.525,0.0068418570403646,-0.0246940124658444
0.55,0.00696775050739188,-0.0282917204166335
0.575,0.00705438740696021,-0.0321650199774412
0.6,0.00709967550890636,-0.0363103427451422
0.625,0.00710238334693795,-0.0407223534258092
0.65,0.00706203917626049,-0.0453940330767683
0.675,0.00697884021418017,-0.0503167734987729
0.7,0.0068535705739005,-0.0554804813891761
0.725,0.00668752659122679,-0.0608736909166027
0.75,0.00648244848575435,-0.0664836834230585
0.775,0.00624045749964219,-0.072296613002052
0.8,0.00596399782444213,-0.0782976367423269
0.825,0.00565578276489328,-0.0844710484671729
0.85,0.00531874470254009,-0.0908004148397501
0.875,0.00495598851525013,-0.0972687127460498
0.9,0.00457074818439176,-0.103858466909474
0.925,0.00416634638229925,-0.11055188673489
0.950000000000001,0.00374615688101746,-0.117331001425647
0.975000000000001,0.00331356966115237,-0.124177792464539
1,0.00287195862864008,-0.131074322599175
1.025,0.00242465186882661,-0.138002860523593
1.05,0.00197490438265354,-0.144946007617532
1.075,0.00152587326002772,-0.151886921376934
1.1,0.00108059525152279,-0.158809224102558
1.125,0.00064196670219458,-0.16569710478381
1.15,0.000212725811161107,-0.172535201628855
1.175,-0.000204562821722437,-0.179309481643879
1.2,-0.000607521404777493,-0.186006637163791
1.225,-0.000993969966968791,-0.192614330717515
1.25,-0.00136193522806907,-0.199121253955085
1.275,-0.00170965738743215,-0.205517177354232
1.3,-0.00203559489936677,-0.211792990554406
1.325,-0.0023384273102703,-0.217940733229701
1.35,-0.00261705623974032,-0.22395361647564
1.375,-0.00287060459466727,-0.229826034747868
1.4,-0.00309841411168692,-0.23555356845344
1.425,-0.00330004132922471,-0.241132977357317
1.45,-0.003475252095604,-0.246562185027633
1.475,-0.00362401472424509,-0.251840254603118
1.5,-0.00374649191079804,-0.256967356224353
1.525,-0.00384303153008962,-0.261944726527121
1.55,-0.00391415643300025,-0.266774620650514
1.575,-0.00396055336480607,-0.271460257264434
1.6,-0.00398306112712483,-0.27600575717018
1.625,-0.00398265810539995,-0.280416076073559
1.65,-0.00396044928286288,-0.284696932171961
1.675,-0.00391765286015494,-0.288854729234593
1.7,-0.00385558659729945,-0.292896475888164
1.725,-0.00377565399153038,-0.296829701848209
1.75,-0.0036793304006492,-0.300662371858594
1.775,-0.00356814921714541,-0.304402798118013
1.8,-0.0034436881933285,-0.30805955198217
1.825,-0.00330755601223593,-0.311641375733451
1.85,-0.00316137919315817,-0.315157095205977
1.875,-0.00300678941431704,-0.31861553404275
1.9,-0.00284541132860626,-0.322025430343047
1.925,-0.00267885094141227,-0.325395356432242
1.95,-0.00250868461243971,-0.328733642452864
1.975,-0.00233644873622606,-0.332048304435119
2,-0.00216363014870368,-0.335346977457529
2.025,-0.00199165729980851,-0.338636854454121
2.05,-0.00182189222480005,-0.341924631164262
2.075,-0.00165562333969511,-0.345216457655188
2.1,-0.00149405907908141,-0.348518195603414
2.125,-0.00133832238760999,-0.351834661761339
2.15,-0.00118944606971157,-0.355170106075819
2.175,-0.00104836899558301,-0.358528109031308
